date,crop_year,commod_sub,round,place,production,percent,commod_gr,commod
1992-12-31,2535/36,หอมหัวใหญ่,ทั้งปี,ประเทศ,1457.69,2.76,พืชผัก,หอมหัวใหญ่
1993-01-31,2535/36,ข้าวนาปี,นาปี,ประเทศ,1174123.0,6.79,พืชไร่,ข้าว
1993-01-31,2535/36,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,223626.0,6.09,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1993-01-31,2535/36,สับปะรดโรงงาน,ทั้งปี,ประเทศ,224234.0,8.66,พืชไร่,สับปะรดโรงงาน
1993-01-31,2535/36,กระเทียม,ทั้งปี,ประเทศ,1398.46,1.21,พืชผัก,กระเทียม
1993-01-31,2535/36,หอมแดง,ทั้งปี,ประเทศ,33368.4,21.39,พืชผัก,หอมแดง
1993-01-31,2535/36,หอมหัวใหญ่,ทั้งปี,ประเทศ,1558.04,2.95,พืชผัก,หอมหัวใหญ่
1993-02-28,2535/36,ข้าวนาปี,นาปี,ประเทศ,402291.0,2.32,พืชไร่,ข้าว
1993-02-28,2535/36,ข้าวนาปรัง,นาปรัง,ประเทศ,134283.0,5.14,พืชไร่,ข้าว
1993-02-28,2535/36,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,9547.0,0.26,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1993-02-28,2535/36,สับปะรดโรงงาน,ทั้งปี,ประเทศ,283787.0,10.96,พืชไร่,สับปะรดโรงงาน
1993-02-28,2535/36,กระเทียม,ทั้งปี,ประเทศ,28408.34,24.58,พืชผัก,กระเทียม
1993-02-28,2535/36,หอมแดง,ทั้งปี,ประเทศ,22386.0,14.35,พืชผัก,หอมแดง
1993-02-28,2535/36,หอมหัวใหญ่,ทั้งปี,ประเทศ,1853.81,3.51,พืชผัก,หอมหัวใหญ่
1993-03-31,2535/36,ข้าวนาปี,นาปี,ประเทศ,267628.0,1.55,พืชไร่,ข้าว
1993-03-31,2535/36,ข้าวนาปรัง,นาปรัง,ประเทศ,776530.0,29.7,พืชไร่,ข้าว
1993-03-31,2535/36,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,15055.0,0.41,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1993-03-31,2535/36,สับปะรดโรงงาน,ทั้งปี,ประเทศ,387360.0,14.96,พืชไร่,สับปะรดโรงงาน
1993-03-31,2535/36,กระเทียม,ทั้งปี,ประเทศ,49616.35,42.93,พืชผัก,กระเทียม
1993-03-31,2535/36,หอมแดง,ทั้งปี,ประเทศ,51074.4,32.74,พืชผัก,หอมแดง
1993-03-31,2535/36,หอมหัวใหญ่,ทั้งปี,ประเทศ,4151.26,7.86,พืชผัก,หอมหัวใหญ่
1993-04-30,2535/36,ข้าวนาปี,นาปี,ประเทศ,66647.0,0.39,พืชไร่,ข้าว
1993-04-30,2535/36,ข้าวนาปรัง,นาปรัง,ประเทศ,671110.0,25.66,พืชไร่,ข้าว
1993-04-30,2535/36,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,367.0,0.01,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1993-04-30,2535/36,สับปะรดโรงงาน,ทั้งปี,ประเทศ,346707.0,13.39,พืชไร่,สับปะรดโรงงาน
1993-04-30,2535/36,กระเทียม,ทั้งปี,ประเทศ,35296.61,30.54,พืชผัก,กระเทียม
1993-04-30,2535/36,หอมแดง,ทั้งปี,ประเทศ,1794.0,1.15,พืชผัก,หอมแดง
1993-04-30,2535/36,หอมหัวใหญ่,ทั้งปี,ประเทศ,42553.05,80.57,พืชผัก,หอมหัวใหญ่
1993-05-31,2535/36,ข้าวนาปี,นาปี,ประเทศ,1163.0,0.01,พืชไร่,ข้าว
1993-05-31,2535/36,ข้าวนาปรัง,นาปรัง,ประเทศ,494960.0,18.93,พืชไร่,ข้าว
1993-05-31,2535/36,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,0.0,0.0,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1993-05-31,2535/36,สับปะรดโรงงาน,ทั้งปี,ประเทศ,345931.0,13.36,พืชไร่,สับปะรดโรงงาน
1993-05-31,2535/36,กระเทียม,ทั้งปี,ประเทศ,0.0,0.0,พืชผัก,กระเทียม
1993-05-31,2535/36,หอมแดง,ทั้งปี,ประเทศ,296.4,0.19,พืชผัก,หอมแดง
1993-05-31,2535/36,หอมหัวใหญ่,ทั้งปี,ประเทศ,242.95,0.46,พืชผัก,หอมหัวใหญ่
1993-05-31,2536/37,หอมแดง,ทั้งปี,ประเทศ,0.0,0.0,พืชผัก,หอมแดง
1993-06-30,2535/36,ข้าวนาปรัง,นาปรัง,ประเทศ,352762.0,13.49,พืชไร่,ข้าว
1993-06-30,2535/36,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,0.0,0.0,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1993-06-30,2535/36,สับปะรดโรงงาน,ทั้งปี,ประเทศ,265662.0,10.26,พืชไร่,สับปะรดโรงงาน
1993-06-30,2535/36,กระเทียม,ทั้งปี,ประเทศ,0.0,0.0,พืชผัก,กระเทียม
1993-06-30,2535/36,หอมแดง,ทั้งปี,ประเทศ,0.0,0.0,พืชผัก,หอมแดง
1993-06-30,2536/37,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,1331.0,0.04,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1993-06-30,2536/37,หอมแดง,ทั้งปี,ประเทศ,3445.85,2.16,พืชผัก,หอมแดง
1993-07-31,2535/36,ข้าวนาปรัง,นาปรัง,ประเทศ,122026.0,4.66,พืชไร่,ข้าว
1993-07-31,2535/36,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,0.0,0.0,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1993-07-31,2535/36,สับปะรดโรงงาน,ทั้งปี,ประเทศ,93733.0,3.62,พืชไร่,สับปะรดโรงงาน
1993-07-31,2536/37,ข้าวนาปี,นาปี,ประเทศ,29388.0,0.18,พืชไร่,ข้าว
1993-07-31,2536/37,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,70226.0,2.11,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1993-07-31,2536/37,หอมแดง,ทั้งปี,ประเทศ,11374.49,7.13,พืชผัก,หอมแดง
1993-08-31,2535/36,ข้าวนาปรัง,นาปรัง,ประเทศ,52510.0,2.01,พืชไร่,ข้าว
1993-08-31,2535/36,สับปะรดโรงงาน,ทั้งปี,ประเทศ,107197.0,4.14,พืชไร่,สับปะรดโรงงาน
1993-08-31,2536/37,ข้าวนาปี,นาปี,ประเทศ,314118.0,1.91,พืชไร่,ข้าว
1993-08-31,2536/37,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,478599.0,14.38,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1993-08-31,2536/37,หอมแดง,ทั้งปี,ประเทศ,4275.4,2.68,พืชผัก,หอมแดง
1993-09-30,2535/36,ข้าวนาปรัง,นาปรัง,ประเทศ,5382.0,0.21,พืชไร่,ข้าว
1993-09-30,2535/36,สับปะรดโรงงาน,ทั้งปี,ประเทศ,124028.0,4.79,พืชไร่,สับปะรดโรงงาน
1993-09-30,2536/37,ข้าวนาปี,นาปี,ประเทศ,494607.0,3.0,พืชไร่,ข้าว
1993-09-30,2536/37,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,1106969.0,33.26,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1993-09-30,2536/37,หอมแดง,ทั้งปี,ประเทศ,2887.49,1.81,พืชผัก,หอมแดง
1993-09-30,2536/37,หอมหัวใหญ่,ทั้งปี,ประเทศ,0.0,0.0,พืชผัก,หอมหัวใหญ่
1993-10-31,2535/36,ข้าวนาปรัง,นาปรัง,ประเทศ,5209.0,0.2,พืชไร่,ข้าว
1993-10-31,2535/36,สับปะรดโรงงาน,ทั้งปี,ประเทศ,128170.0,4.95,พืชไร่,สับปะรดโรงงาน
1993-10-31,2536/37,ข้าวนาปี,นาปี,ประเทศ,540222.0,3.28,พืชไร่,ข้าว
1993-10-31,2536/37,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,816747.0,24.54,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1993-10-31,2536/37,หอมแดง,ทั้งปี,ประเทศ,10417.31,6.53,พืชผัก,หอมแดง
1993-10-31,2536/37,หอมหัวใหญ่,ทั้งปี,ประเทศ,21.11,0.04,พืชผัก,หอมหัวใหญ่
1993-11-30,2535/36,ข้าวนาปรัง,นาปรัง,ประเทศ,62.0,0.0,พืชไร่,ข้าว
1993-11-30,2535/36,สับปะรดโรงงาน,ทั้งปี,ประเทศ,145260.0,5.61,พืชไร่,สับปะรดโรงงาน
1993-11-30,2536/37,ข้าวนาปี,นาปี,ประเทศ,5631864.0,34.17,พืชไร่,ข้าว
1993-11-30,2536/37,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,224655.0,6.75,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1993-11-30,2536/37,กระเทียม,ทั้งปี,ประเทศ,55.22,0.05,พืชผัก,กระเทียม
1993-11-30,2536/37,หอมแดง,ทั้งปี,ประเทศ,14628.9,9.17,พืชผัก,หอมแดง
1993-11-30,2536/37,หอมหัวใหญ่,ทั้งปี,ประเทศ,79.16,0.15,พืชผัก,หอมหัวใหญ่
1993-12-31,2535/36,สับปะรดโรงงาน,ทั้งปี,ประเทศ,137233.0,5.3,พืชไร่,สับปะรดโรงงาน
1993-12-31,2536/37,ข้าวนาปี,นาปี,ประเทศ,6170229.0,37.43,พืชไร่,ข้าว
1993-12-31,2536/37,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,327831.0,9.85,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1993-12-31,2536/37,กระเทียม,ทั้งปี,ประเทศ,342.34,0.31,พืชผัก,กระเทียม
1993-12-31,2536/37,หอมแดง,ทั้งปี,ประเทศ,29098.27,18.24,พืชผัก,หอมแดง
1993-12-31,2536/37,หอมหัวใหญ่,ทั้งปี,ประเทศ,327.17,0.62,พืชผัก,หอมหัวใหญ่
1994-01-31,2536/37,ข้าวนาปี,นาปี,ประเทศ,2518002.0,15.28,พืชไร่,ข้าว
1994-01-31,2536/37,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,220994.0,6.64,พืชไร่,ข้าวโพดเลี้ยงสัตว์
1994-01-31,2536/37,สับปะรดโรงงาน,ทั้งปี,ประเทศ,70875.0,2.99,พืชไร่,สับปะรดโรงงาน
1994-01-31,2536/37,กระเทียม,ทั้งปี,ประเทศ,4560.88,4.13,พืชผัก,กระเทียม
